review,sentiment
"This film IS brilliant...... without a doubt. Watched it a while ago after constant pestering from family members who are right into their sci-fi films (which I am not), and thought it was quite good. But after recently watching a few documentaries on outer-space etc we watched it again... and it IS good.<br /><br />Kevin Spacey is without doubt one of the greatest actors ever and I really like Jeff Bridges (Big Lewbowski, Blown Away, Arlington Road). The film revolves around a patient in a nursing home who claims he is from another planet. Yeah right, you think... but what if his story is so believable that even his psychiatrist begins to wonder if he is telling the truth.<br /><br />That is how the story evolves with Bridges going through all kinds of emotions dealing with Prot (as he is known), his own psychiatric colleagues, his wife and family, his brother-in-law and his cosmologist astronomer work colleagues (who after getting some data from Prot, pretty much admit that he might be telling the truth!) A great film... that get's you wondering.....<br /><br />8/10 Dave",positive
"The only reason The Duke Is Tops, one of several ""race movies"" made during the times of segregation, would be worth noting today is because it made the film debut of a 21-year-old singer named Lena Horne. She plays Ethel Andrews, a singer who has to leave her producer mentor Duke Davis (Ralph Cooper) in order to branch into the big time. Davis, however, has to fake having taken the money for her services in front of her so she won't feel sorry for having done so. He then teams up with Doc Dorando (Lawrence Criner) for a series of medicine shows throughout the south. Meanwhile, in New York, her new producers have bombed big time because they made her the whole show instead of simply the specialty act. Davis finds out from the radio and offers his services as producer and band leader to bring his lineup of other specialty acts, many of whom make their one of their few or only film appearances here, for his chance at the big time with Ethel next to him. Guess what happens? While the plot is the kind you've seen in thousands of other movie musicals during this time, the fact this was made for a certain audience makes this one of the more fascinating features I've seen during this Black History Month. Ms. Horne's singing is on good display here and it's interesting seeing her so young before her professionalism takes full hold later in her career. Among other supporting players there's an unconfirmed, according to IMDb, appearance by Lillian Randolph, Annie in my favorite movie It's a Wonderful Life and sister of Amanda Randolph who I just saw in the musical short The Black Network, as the woman with Sciatica who complains of not being cured after taking the Doc's medicine before Duke explains it's for the feet! And as a longtime Louisiana resident, I'd like to take note of two players from here in this movie: Joel Fluellen from Monroe as a tonic customer and Marie Bryant from New Orleans as the sexy dancer who appears near the musical climax. So for just Lena Horne alone, The Duke is Tops is worth seeing at least once.",positive
"I've read some terrible things about this film, so I was prepared for the worst. ""Confusing. Muddled. Horribly structured."" While there may be merit to some of these accusations, this film was nowhere near as horrific as your average DVD programmer. In fact, it actually had aspirations. It attempted something beyond the typical monster/slasher nonsense. And by god, there are some interesting things going on.<br /><br />Ms. Barbeau is a miracle to behold. She carries the film squarely on her shoulders.<br /><br />This is not to say that it's a masterpiece. UNHOLY ultimately collapses under the weight of its own ambition. There are just too many (unexplained) subplots trying to coexist. And the plot loopholes created by time travel are never really addressed: for example, if Hope knows that her mother is evil and that she will ultimately kill her brother, then why doesn't she just kill Ma in the film's very first sequence? Seems like it would have beat the hell out of traveling into the future to do it.<br /><br />Still, I give UNHOLY points for trying. A little ambition is not a bad thing.",negative
"This was my first Gaspar Noe movie I've watched and I have to say I was shocked. I don't mind gore in generally, but this isn't even gore , it's real butchering. For some of you a couple of scenes may be impossible to see and I mean really disgusting. Leaving aside these aspects, the main ideas revealed here and the dialog are quite brilliant. When you are given a strong argument against bringing a new life into the world and the manner in which it is given, you can't stop and take a minute to think about it. The actors did their job well, representing general masks of a handpick few people found at the bottom of a diseased society. The movie is full of metaphors, but I'll let you figure them out. Don't watch it if you want to have a lite, relaxing time. I recommend this movie to all those of you who want something to think about or simply watch something different of what you find in your average cinema.",positive
"I really enjoyed watching Hell to Pay. I've been a fan of Westerns for as long as I can remember and this one reminded me of a lot of the Westerns from the 1960s (even though I was too young to have seen them in their first run). The one thing that bothered me about the movie was the constant music. It was distracting at times. One thing I did notice, and I wonder how many other fans of Gunsmoke noticed, was the name of Buck Taylor's character. It was a play on Doc Adams' name from Gunsmoke. Instead of Gaylan Adams, Buck Taylor used Adam Galen. I wonder if that was his choice or Chris McIntyre's? Anyway, I would recommend this movie to fans of Westerns. Don't expect anything too ""deep"". Just plain old entertainment.",positive
"The role of Buddy Ackerman is no stretch for Kevin Spacey. He's played version of that character many times other, better films. This is fortunate because it gives his performance a certain resonance without which Buddy would be as flat and incomplete as all of the other characters in this pointless little farce. The script leaves little time for plot or character development, resembling a porn flick in its rush to get to the ""good stuff"". The difference is that here the ""good stuff"" isn't people pleasuring each other but inflicting pain, making it appropriate viewing for young adults.<br /><br />Of course there's nothing wrong with a porn flick if you want to watch people having sex, and I guess there's nothing wrong with ""Swimming with Sharks"" if you want to watch people undergoing physical, emotional, and psychological torture. But if you're looking for incisive satire, interesting characters, or anything else that even attempts to engage more than your basest passions, you should probably look elsewhere.",negative
"I bought this movie sight unseen at a sci-fi convention and I got what I deserved for doing something so silly. Simply put this movie is implausible, boring and unwatchable.<br /><br />I was so bored and disgusted with the lack of plot development that I turned it off to watch a repeat of Mythbusters. I understand that this was a very low budget move, or least it looked like a very low budget move, but that does not excuse the horrible acting, terrible plot and even worse camera work. It looks like something a group of college students did in between classes and getting drunk.<br /><br />Maybe if the villain wasn't so laughable and the plot was something that actually could happen in real life with respect to law enforcement it might become so bad it's funny. This movie isn't funny, it's just bad.",negative
"I'd love to give Kolchak a higher rating but the show quickly went from scary/suspenseful to silly. ABC's fault. They moved the show to Friday nights at 8:00 p.m., then known as the ""family hour"". Never should have been on Fridays in the first place. I was a sophomore in high school and loved the early episodes! It was first up against Police Woman on NBC. ABC had huge problems with Friday nights. Bad season for them overall until Barney Miller, Baretta, and SWAT debuted in January of '75. Kolchak should have been a hit. Darren McGavin begged to get out of his contract to end the show. Too bad the writing wasn't up to Richard Matheson's in the original TV movies. Still, McGavin made Kolchak his own, as actors can do. Jackie Gleason as Ralph Kramden and Caroll O'Connor as Archie Bunker come to mind. That INS set with the manual typewriters and clacking teletypes seems quaint and ancient today, yet that was part of the appeal. They were very lucky to have Simon Oakland reprise ""Vincenzo"" from the TV films.",positive
"FranÃ§ois Villon was a real-life poet and rogue who lived in Paris in the 15th century. However, most of what is portrayed in this historical film is actually fiction--from a play created at the beginning of the 20th century. Whereas in the film he met and became friends with Louis XI, in reality he died in his 30s and was never involved in all the intrigues like he was in this film. In reality, he wrote some lovely verse and was frequently on the wrong side of the law--not the combination of a patriot and Robin Hood-like character like he is in the film. Provided you know that the film is nearly 100% fiction, then it's well worth seeing--just don't assume it's a good history lesson.<br /><br />In THE BELOVED ROGUE, Villon is played with wild abandon by John Barrymore. I was also pretty excited to see that his three friends were all played by very familiar faces. Angelo Rossitto, who was the plucky dwarf, played in tons of films over the years and had a very long career. Slim Summerville was a character actor known for adding a touch of comedy to films. Mack Swain is best known as the silent film foil in many of Chaplin's short films and played his partner in THE GOLD RUSH. All four of these men did a nice job and have no complaints---even with Barrymore's rather over-the-top treatment that was rather reminiscent of a Douglas Fairbanks performance. However, the performance I had a serious problem with was Conrad Veidt as King Louis XI. To call this ""unsubtle"" would be a gross understatement. He played the role like a high schooler who thought he was supposed to be the stereotypical Richard III--skulking about and acting like a demoniacal caricature. While Veidt was wonderful in many, many films (both silent and sound) but here he is just ridiculous.<br /><br />As for the story, it's full of lusty adventure and action--like a swashbuckling film minus the sailing ships. The sets worked out well for all this, as they'd been used the previous year for THE HUNCHBACK OF NOTRE DAME. Both films were set around the same time period.<br /><br />Overall, it's one of the last great silent films. There's a lot to like and the film is a lovely combination of romance, comedy and action. Well worth seeing, though it loses a couple of points for Veidt's overacting as well as the way the film plays fast and loose with history.<br /><br />By the way, this film was also made twice as IF I WERE KING (1920 and 1938) and apparently these two films are closest to the original play. However, in total, six films have been about Villon and tell, more or less, variations on the same tale!",positive
"This movie was a masterpiece of human emotions and experience. I think that a lot of people get caught up in Leland's apparent mental illness as the storyline, but I was drawn into the relationships of many of the characters and what they reveal about the force of human emotions. Much of the message of the movie is that we never know the good without the bad, which is a little clichÃ©, but what makes this movie so good and so original is that it very eloquently portrays the crushing and devastating force that the bad can have, whether you see the bad everywhere like Leland, or are experiencing the utter helplessness of unrequited love or a relationship that just isn't going to work no matter how bad you want it to. This movie captures how helpless relationships and emotions can make you feel better than any movie I've seen, and it is as depressing a movie as it is good.",negative
"I am a glutton for B-movies. I love the old Drive-In fare like this movie. This film, made for very little money it seems, does do one thing that some bigger budgeted films fail. It is cheezy. It is gory. It has no real plot, but it entertained me for an hour and a half. I was either laughing or covering my eyes in shock. There are a few great effects like a shot from INSIDE a guy's mouth when he gets stabbed in the chin by a knife and it pokes up through his tongue and slams into the roof of his mouth, and one gross-out with a guy getting his eyeballs yanked out. But there is also loads of zombies, and some psycho killers patterned after Texas Chainsaw Massacre, and a demon possessed scarecrow. I loved the dialogue that the killers spout as they torture and kill people. It has great camera work, and some cool editing tricks. This one is more original than the first Bloodbath, and the undead look better, but it is still patterned after those dubbed trashy zombie movies of the 70's and 80's and it still has a cheeze factor that ranks mighty high. Don't expect Romero, just second-rate Fulci. I would say that Horror fans will like it, and it is funny and cheezy and a fast ride through B-movie Land.",positive
"And I may be being generous. The overwhelming majority of the movie consists of looped footage...the shambling monster, two women exercising, the shambling monster again, a bunch of people in the pool, the shambling monster again, none the worse for wear despite having been injured...you get the picture. I restrained myself from yelling ""GET ON WITH IT ALREADY"" on several occasions.<br /><br />And it doesn't help that the footage they used was poorly produced. The sound is disconcertingly out of sync with the image. And in the one scene where they tried to get ""artistic"" with the lighting and camera techniques, the lighting guy, holding the flashlight that provides the scene's only illumination, is clearly visible in the shot.<br /><br />My hope is that the production was the victim of some horrible disaster in which the original audio track and most of the footage was destroyed, but they decided to release it anyways, cobbled together from the editing room floor, in memory of the heroic crew members who gave their lives trying to save the *real* film - the one with the plot and the interesting dialog. Sadly, there's no evidence of this, and I'm forced to conclude that, in the immortal words of Joel and the Bots, they just didn't care.<br /><br />",negative
"I was required to watch the movie for my work, so I didn't pay for it (on the contrary, i got paid), but I still found the movie to suck far more than average. The jokes were lame, the two lead actresses... well, to use the ""First wives club"" division of women's ages in Hollywood, they are no longer in their ""hot chick"" age but more in their ""district attorney"" age. What angered me most about the movie was the main plot line, which pretty much completely plagiarized ""Beavis & Butthead Do America"" (in which the boys are all jazzed up about some dude offering them money to ""do his wife"", not realizing they're expected to assassinate her). All in all, a bland piece of crap.",negative
"This a lovely and charming epic fantasy with lots of heart. I got lost in this sweet film watching it at the Mann's Chinese Theatre in Hollywood. It's truly romantic with a touching message.The artwork and the effects are visually striking and the fact that the director is an amazing artist is so apparent. The frames are like watching moving art. It also has a strong and talented cast of actors. What a wonderful surprise to see Joss Ackland, he is just a fairy-tale perfect King. Sarah Douglas is terrific as the villain and Christine Taylor and Tom Schultz make a lovely romantic pair. The fact that the movie was made on a ridiculously tiny indie film budget just blows me away. It may not be the slick Hollywood stuff we're inundated by but it's a really nice movie to rent and enjoy curled up on your sofa on a rainy Saturday. Don't forget the microwave popcorn. That's my advice. Just enjoy it.",positive
"So I was sick with the flu one Saturday and the silver lining was that SciFi Channel was having a marathon of dinosaur movies that day - the ""Carnosaur"" trilogy, ""Pterodactyl,"" ""Raptor Island."" Then I flicked ahead on my cable remote to see which movie SciFi placed in its glamorous, Saturday prime-time slot. Some movie I had never heard of before called ""Raptor."" I was pretty excited. The movie begins with some teens driving around in a jeep, when they get stalked and killed by a Velociraptor. I was like, ""Hmmm, that's odd, that looks almost exactly like a scene in ""Carnosaur,"" except it was in the middle of that movie."" Then I sat through some really bad acting and then some guy was suckered into walking into an underground research laboratory where he got eaten by a ferocious T-Rex. Now I'm like, ""Wait a second, that was also a scene in ""Carnosaur."" Then, after I saw some scenes blatantly ripped off from ""Carnosaur 2"", I figured out just what the hell was going on. So basically, Roger Corman & Co. ripped off scenes from the ""Carnosaur"" trilogy to use as the action scenes, weaved in a basic ""dinosaur-runs-amok"" plot, and tried to pass it off as an original movie. Shameful. I don't know who I'm more angry at, Roger Corman or SciFi Channel for trying to pass this off as worthy of the prime-time slot. The only reason why this was worth watching to its conclusion was to pick out the actors/actresses who looked like their counterparts in the ""Carnosaur"" trilogy and guess which scenes would be lifted next. As much as it pains me, being a dinosaur lover, I have no choice but to give this the lowest possible rating because I feel completely ripped off.",negative
"This show had pretty good stories, but bad dialog. The main character was especially annoying. It's quite obvious why this show was canceled, although, like most UPN shows, I never knew it even existed until it was in syndicated re-runs.<br /><br />Most of it's plots seemed to be copied from other shows and movies, leading me to think the producers didn't have an original idea in their heads. <br /><br />I haven't commented enough. You've got to have at least ten lines of text. The special effect were not bad for a 2001 show.<br /><br />The gnome was a nice character.",negative
"""Radio Flyer"" is one of my most loved American movies.<br /><br />The really great job of two boys, Joe Mazzello and Elija Wood, (in spite of terrible performance of T.Hanks at the beginning and ending...) with marvellous script of D.M.Evans and powerful and emotional directing of R.Donner plus Absolutely Incredibly Peerless Music Score of H.Zimmer allowed the ""Radio Flyer"" to win one of the first places in my family's rating of movies.<br /><br />It's so pity that that very good movie was underrating by some movie critics.<br /><br />I just can't help waiting to see it on DVD.",positive
"Six teenagers go to an old remote abandoned school where 27 years ago a horrible massacre took place for a night of fun and pranks. Instead the kids run afoul of the vicious crazed security guard (excellently played with supremely creepy menace by Spanish horror icon Paul Naschy) who committed the nasty killings. Director Carlos Gil relates the intriguing story at a brisk pace and does an adept job of creating a compellingly spooky and mysterious atmosphere. The witty script by Tino Blanco and Mercedes Holgueras offers a clever and inspired blend of slasher and supernatural elements that keep the viewer guessing to the very end. The slick cinematography by Fernando Arribas makes expert use of light and shadow. David San Jose's moody score likewise does the trick. The attractive and appealing young cast all contribute lively and engaging performances, with especially praiseworthy turns by Carlos Fuentes as ringleader Ramon, Olivia Molina as the panicky Maria, Zoe Berriatua as obnoxious joker Jordi, and Carmen Morales as spunky goth chick Sandra. The murder set pieces are every bit as bloody and brutal as they ought to be. Terrific whammy of a surprise dark ending, too. A solid and satisfying shocker.",positive
"What a stupid idea. Ewoks should be enslaved and tortured. Utterly useless as a species... Fine you want ten lines of text regarding my unending hatred of Ewoks? Fine, here it is, fool. First of all, they are an inferior race that would be slaughtered en mass had Lucas not pussified the entire series with their foul presence. They're little bears with large asses, and they probably smell like donkey crotch. Yeah, I said it, donkey crotch. They have little to no technology whatsoever, resorting to using sticks as makeshift weapons. I'm surprised they even had access to fire. Their guttural language makes my skin crawl. Can't...suppress...anti-Ewok...RAGE! AHHH!!!",negative
"Why do I hate this? Let me list the ways:<br /><br />I have nothing against Mary Pickford but a 32 year old woman playing a 12 year old is just stupid.<br /><br />There's a fight scene in which kids are throwing bricks at each other and it's considered funny---and it goes on for 15 minutes <br /><br />Strange how none of the kids are even remotely hurt<br /><br />The title cards contain plenty of racial and ethnic slurs<br /><br />For a ""family"" film the fights were WAY too violent (loved it when Pickford was punching it out with a little boy!) and the humor was just stupid <br /><br />Seriously, 40 minutes in I gave up and turned it off. The slurs, racism and little kids throwing bricks at each other got to me. Also there was no plot that I could see. The only thing worth seeing in this film was William Haines who was a top leading man in the silent era.<br /><br />Just painful. Avoid.",negative
"QUESTION: How does a film merit two different titles like ""The Librarians"" and ""Strike Force""? <br /><br />ANSWER: The film is sooooooooo bad that the filmmakers couldn't even decide on a title!!!! <br /><br />This film is a hodgepodge of martial arts, death wish-vendettas, melodrama, romance, and other clichÃ© film techniques. The story focuses on a vigilante group called The Librarians led by Agent Simon (WIlliam Forsythe). The group is hot in pursuit of a nefarious, multi-lingual, pockmarked creature named Marcos (Andrew Divoff) who captures women and holds them hostage in the lawless urban world of south Florida. <br /><br />Burt Reynolds appears as a cameo in this film, and his scene is entirely extraneous to the action. Burt delivers a long monologue in one of the strangest drawls I have ever heard. This may have been Burt's attempt at an Irish dialect, but the overall effect is a kind of perverse imitation of Marlon Brando in ""The Godfather."" <br /><br />Also appearing in this film is Erika Eleniak, who has infiltrated the inner circle of Marcos' bizarre world. Erika's character kick-boxes her way into an alliance with Simon. The Librarians and Erika will become a powerful strike force against evil in a film that has been delivered directly from the editing room to your cable TV converter box.",negative
"I just saw this film again, I believe for the sixth time. I will doubtless see it many more times. This is one of the most brilliant French films ever made. Although the film is mysterious, even more mysterious is what happened to the writer and director, Gilles Mimouni. For ten years he has not made another film, and this was his only one. The story and execution of this ingenious film are perfect, and it is clearly paying homage continually to both Hitchcock and Buster Keaton. The split-second timing of the movements is just as carefully controlled as the scene where the side of a house falls on Keaton in 'Steamboat Bill Junior', and he is only not killed by inches. In this film, people stoop and turn and pass one another unawares, and if they had been one second off, they would have collided. The storyline thus walks a tightrope of chance events to such an intense degree that you cannot take your eyes off the screen for even a millisecond, or you will miss something crucial. The haunting, albeit intentionally repetitive, music by Peter Chase is reminiscent of Hitchcock's 'Vertigo', and the whole film has the same eerie quality, but whereas Hitchcock had one woman be two women, Mimouni has two women be one woman, thereby inverting the plot structure. There are passing references to other Hitchcock films, but it is 'Vertigo' which is central to the inspiration of this film. The theme may seem superficially to be obsessive love, but the film is really about the magic of everyday chance events, the invisible threads behind the tapestry, the ineffable. Everything is hyper-charged with passionate love and desire, but the desire transcends its object and struggles towards something behind and beyond the object. That is why it is so easily transferable from Lisa to Alice, when it is realised that it is Alice who is more mysterious than Lisa, and it is Alice who truly embodies the Eternal Mystery. The film is ultimately 'made' by Romane Bohringer. She is so fascinating that she outshines Monica Bellucci, which is really something to pull off, considering that Bellucci is a knockout beauty, whereas Bohringer is what the English call 'plain'. However, Romane Bohringer had even at this early date more than mastered the art of 'personality dominance', whereby beautiful girls fall by the wayside and don't get noticed because Romane is being so fascinating you can't take your eyes off her long enough even to look at the beautiful girls, and you end up only thinking of her. Most of us remember, I'm sure, her father Richard Bohringer lying in a bathtub listening to opera in the film 'Diva' many years ago. I would rather watch Romane than Richard lying in a bathtub, but there seems to be some genetic secret to being fascinating, because Richard Bohringer is spellbinding too, and he isn't even a woman. Romane looks as if she may turn into Anna Magnani when she is much older, and that means she will get an Oscar, if someone can only write another 'Rose Tattoo' for her. The girl has so much passion inside her, she could set the Seine on fire. Wouldn't it be wonderful if she and Julie Delpy teamed up? This film made wonderful use of Paris locations. But where is this 'square in the Luxembourg'? It looked like Place Furstenburg to me. Maybe I missed something. I must watch the film another six times, just to study the precision of the timing and who brushes past whom, and make sure I've got it right. The whole thing is like ten gigantic simultaneous chess games played blindfolded by a grandmaster. How thrilling it all is! Romane, you can look through my window anytime! Mimouni, come on over, let's discuss impossibilities, unlikelihoods, coincidence, synchronicity, everything that is going on that is invisible and how it effects the visible. And once again, we have here the spirit of Breton's novel 'Nadja' embodied in a great French work of art. More! More! More!",negative
"Anybody who has ever been a fan of the original series, or even has a clue about the storyline should be embarrassed by this series. The Borg does not come around until Q brings the Enterprise to the Gamma sector, the Klingons are NEVER seen until Kirk encounters them, the NCC-1701 was the FIRST ship to carry the Enterprise name....need I go on? Berman and Pilliar have made a mockery of Gene Roddenberry's creation. After he died, they only saw $$$$ and just went their own way. No wonder Majel Barrett was in every single episode of star trek until this series. I don't blame her for not being involved with this mess. Poor Bakula. He's a great actor, as are the entire cast. I like them all, but the storyline is tragic and ignores all of the precedents set by the original series. Just check the ratings. I think more people watched Deep Space 9 (which was untimely canceled).",negative
"Isabelle Huppert must be one of the greatest actresses of her or any other generation. ""La Pianiste"" truly confirms it. As if that wasn't enough, Annie Girardot plays her mother and Annie Girardot is one of the greatest actresses of her or any other generation. So, as you may well imagine, those pieces of casting are worth the horror we're put through. Isabelle and Annie play characters we've never seen before on the screen. A mother and daughter yes but with such virulent fearlessness that sometimes I was unable even to blink or to breath. Personally, I don't believe in the director's intentions, I don't believe they (the intentions that is) go beyond the shocking anecdote and the ending made me scream with frustration but I was riveted by the story written in the face of the sensational Huppert and the fierceness of Girardot's strength. I highly recommend it to cinema lovers anywhere and to the collectors of great performances like me, you can't afford to miss ""La Pianiste""",positive
"Another of my delves into the bargain bin, this movie gave me exactly what I expected - a load of trashy horror complete with screaming ladies.<br /><br />It all started so well - I liked the little intro with the ""newsreel"" about the young couple being exposed to a nuclear blast, and was totally absorbed right up until the first person caught fire...<br /><br />From then onwards the film descended into outright silliness, and at times became almost embarrassing to watch. When the heroine turned out to have been afflicted with the same condition as the main character (the ability to light one's own farts without the aid of a match) it seemed almost as if someone had thrown the idea in at the last moment (""that'll be good!"" you can almost hear them say...) As for the almost psychic link between the main character and the nuclear power plant, well...<br /><br />The movie came across as cheap tat - if you pay more than Â£1.50 for it you've been done.",negative
"I'm sure that not many people outside of Australia have ever heard of the legend of Ned Kelly. I once saw a documentary about the man, but that's the only time I once saw or heard anything about him. And I guess that this might be the biggest problem this movie will have to face. No-one knows anything about it and probably not many people will care about the subject.<br /><br />The movie tells the story of Ned Kelly's life. The Irish immigrant has lived in north-west Victoria all his life, but has never been very welcome by the authorities. The police always accuses him of everything they can think of and they keep harassing his family. When Kelly is fed up with the way everything goes, he forms a gang with his brother and two other men. They start robbing banks and even hijack an entire town for 3 days. All this violence leads to a man hunt organized by the police and when they kill three policemen, they are outlawed. Finally they take over a pub in Glenrowan, where they have a party with all the visitors, waiting for a train full of police to derail at a part of the track that they tore up. But the train is able to stop in time because someone warns them and what will follow is a battle on life and death between the police and the four gunmen...<br /><br />It's very hard to tell whether all of what is shown in the movie is true or false. I guess nobody really knows, because there will always be two camps who will each tell their own truth: one camp says he was a hero, some kind of Robin Hood, the others will say he was an ordinary criminal, a murderer and a thief. I really couldn't tell you which of them is right, perhaps both are, but what I can tell you is that the facts in the movie as well as is the documentary were about the same.<br /><br />This movie was a nice addition to the documentary I once saw and I really enjoyed the performances of all the actors. Heath Ledger, Orlando Bloom, Naomi Watts, Geoffrey Rush are all actors who are pretty well known, but even the lesser known actors show in this production that they all know what good acting should look like. I really enjoyed this movie and I give it a 7.5/10",positive
"I Enjoyed Watching This Well Acted Movie Very Much!It Was Well Acted,Particularly By Actress Helen Hunt And Actors Steven Weber And Jeff Fahey.It Was A Very Interesting Movie,Filled With Drama And Suspense,From The Beginning To The Very End.I Reccomend That Everyone Take The Time To Watch This Made For Television Movie,It Is Excellent And Has Great Acting!!",positive
I hadn't planned on watching O12 because I didn't like O11 that much. I thought O11 was a nice but slightly boring little bank robbers movie with a sensational arsenal of stars. Anyway I was talked into watching O12 one night and I regretted it a lot. The plot is not only boring but also senseless. I honestly don't even know what it was all about. I left the movie after 3 quarters and got some coffee with another girl who didn't like it. Much more pleasure I can tell you that. But even the guys who stayed till the end later reported to me that the plot continued being awful and useless. My advice: Don't watch. Go watch Team America (hilarious btw;-)) and forget about Ocean's Twelve.<br /><br />In my opinion the most boring and senseless peace of crap to be on the screen in years.,negative
"I wasn`t expecting much with HARLEM NIGHTS but I wasn`t expecting it to be as bad as it was . Without doubt the worst aspect is the obscene language , it really is awful the amount there is in this film and before anyone accuses me of being a wimp let me point out two things...<br /><br />1 ) Amongst my fave films I would include GOODFELLAHS , PLATOON , RAGING BULL while my favourite movie of all time is APOCALYPSE NOW<br /><br />2 ) My all time favourite American television show is the HBO prison drama OZ <br /><br />so you see films and television shows with massive amounts of swearing don`t normally bother me but the problem I had with HARLEM NIGHTS is to do with the fact it`s supposed to be a comedy but it seems the production team came to the conclusion that an audience laugh everytime someone ( Especially if that someone is black ) says a rude word and decided to subsitute funny situations with swearing all the way through the film hoping to get a laugh. Well I thought I`d never start laughing and I didn`t",negative
"This delectable fusion of New Age babble and luridly bad film-making may not ""open"" you up, to borrow one of the film's favorite verbs, but it might leave your jaw slack and your belly sore from laughter or retching. Based on the best-selling book by James Redfield, first (self) published in 1993, this cornucopia of kitsch tracks the spiritual awakening of an American history teacher (Matthew Settle) who, on traveling to deepest, darkest, phoniest Peru and sniffing either the air or something else more illegal. Namely what he discovers is a schlock Shangri La populated by smiling zombies who may be nuts or just heavily medicated, perhaps because they're often accompanied by a panpipe flourish and an occasional shout out from a celestial choir. Although there's a lot of talk about ""energy,"" that quality is decidedly missing from the motley cast whose numbers include Thomas Kretschmann, Annabeth Gish, Hector Elizondo and Jurgen Prochnow, all of whom are now firmly ensconced in the camp pantheon. For those who care, the plot involves the military, terrorists and the Roman Catholic Church; Armand Mastroianni provided the inept direction while Mr. Redfield, Barnet Bain and Dan Gordon wrote the hoot of a script. In short, easily the worst film seen in 40+ years of viewing movies.",negative
"I haven't yet read the Kurt Vonnegut book this was adapted from, but I am familiar with some of his other work and was interested to see how it would be translated to the screen. Overall, I think this is a very successful adaptation of one of Vonnegut's novels. It concerns the story of an American living in Germany who is recruited as a spy for the US. His job is to ingratiate himself with high ranked Nazi's and send secret messages to the American's via his weekly radio show. But when the war ends he is denounced as a war criminal but escapes to New York, where various odd plot twists await.<br /><br />If Mother Night has a problem it's that it tends to get a little too sentimental at times. But for most of the film the schmaltz is kept to a minimum and the very strange plot is carried through with skill and aplomb. And there are some fabulous moments of black comedy involving three right wing Christian fundamentalists and a very highly ranked Nazi in a prison cell. Very much recommended.",positive
"Its one of those stereotypical mtv generation dance movies, and I do not see where all this 'its not that bad' rubbish is coming from. The acting is terrible, it follows exactly the same storyline as all the other 'dancing' movies out there. Its terrible! The name should scream don't watch. 'How she move.' Since when can movie titles ignore grammar? At least some dance movies had half decent dance scenes, these ones don't even deserve a watch. I give it a 1 out of 10, just because there is no zero. I seriously implore anyone with an IQ of over 60 not to watch this, and not to waste your money. The 1.6/10 should tell it all. This movie should not have even be made.",negative
"Well, I had to be generous and give this a 2. This was mainly due to the gratuitous holes cut in that lady's shirt where her breasts are. I found that mildly amusing. Other than that, this movie does nothing more than provide a few good laughs with a friend. Funny if you're willing to throw ""mystery science theatre"" comments at it with someone, but it ain't no better than a 2. And a 2 pretty much sucks.",negative
"As you may have gathered from the title, I wholeheartedly believe this movie to be the worst zombie movie of all time. The acting, camera-work, writing, special effects and anything else remotely related to this movie sucked. People have argued that while this movie is terribly-acted and terribly-produced but it comes through with a witty intelligent script. Wow. The plot has more holes than I or anyone else could possibly count. For starters, why would the government tell everyone to go back to work when it's not safe? I know the government's supposed to be evil but they don't gain anything by killing the entire population of the country. There wouldn't be anyone to govern! Another thing that I was wondering about, even if the government told everyone to go to work, why would people go if the streets were swarming with zombies? Were the zombies going to hide in the bushes and ambush the unsuspecting people in order to aid the government in their plot to kill everyone on the planet? And how about the ending? That stupid Torch guy sacrifices his life in order to get a few close up shots of the zombies. He probably forgot that every camera made in the last 35 years has a zoom feature. And another thing, why does he say Hindenburg before he dies. The Hindenburg was a rare event seen by a very few people. The zombie menace will been seen by everyone in the country, possibly the world. He doesn't think anyone else will get a few snapshots? They also managed to ruin the only semi-interesting scene in the film when the soldier is watching the exotic dancer. Why did the zombie hide behind a curtain for five minutes before attacking the girl? Especially when the zombie could have come through the DOOR. It's probably just something an unintelligent zombie movie fan such as myself wouldn't understand. Every day I pray that God with increase my brain capacity long enough for me to figure out all the subtle nuances in Feeding the Masses.<br /><br />Anywho, I think it's interesting that this is the first movie that gave me the desire to physically hurt the people involved in the production. Hey Trent Haaga, I'm calling you out!",negative
"Sarah Plain and Tall's Winters end was the best movie I have ever seen. The person in the story that I liked best had to be Cassie played by Emily Osment. Just because of her energy and how she speaks her mind. For example when Anna calls from town Cassie wants to answer and she says,""Hello? Anna guess what. Grand father was lost but hes back now and he is not a good man!"" I loved all of the Sarah Plain and tall movies for my rating I think Sarah Plain and tall was #3. Skylark was #2. Winters end was #1! If I could live in any family from the past It would have to be the Witting family. I think there are so many good parts in this movie I can't name all of them. I think they picked the best and perfect actors to play all these people in the movie so if you ever want to watch a movie from the past I would highly highly highly recommend Sarah Plain and Tall's Winters end.",positive
"This film infuriated me for the simple fact that it was made only because Shepherd was gay. The men who murdered him are clearly wicked. What happened to the poor man was truly horrible and a tragedy. However, where was Hollywood when four religious white kids were executed, after being forced to perform a host of sex acts on their killers and each other, by two evil black men in Wichita just two years ago? The celebrities only mug for the camera when it serves a political purpose. Also, Laramie is portrayed in a poor light by this pseudo-documentary, which of course is hardly surprising because they are the backward hicks who must be educated by omniscient and enlightened Californians. Still, it's always a treat to see Laura Linney.",negative
